Cust_id,Cust_name,Dob,Age,Gender,Cust_Language,Mobail Number,City_code
433,monu,1978-01-31,45,Male,Hindi,9356456616,412205
434,ramesh,1974-11-08,48,Male,Hindi,9356456616,412205
435,sawan gupta,1977-04-24,46,Male,Hindi,9356456616,412205
436,munna lal,1994-08-11,29,Male,Hindi,9356456616,411037
437,saurabh,1973-11-25,49,Male,Hindi,9356456616,411037
438,sarvesh kumar pandey,1992-02-18,31,Male,Hindi,9356456616,411037
439,avdhesh,1991-10-27,31,Male,English,9356456616,411037
440,sohnal kumar singh,1977-10-07,45,Male,English,9356456616,412205
441,najar hussan,1983-12-09,39,Male,English,9356456616,412205
442,raman ,1977-12-02,45,Male,Marathi,9356456616,413304
443,lavtar singh,1997-08-21,26,Male,Marathi,9356456616,412205
444,nanak chand,2012-11-20,10,Male,Marathi,9356456616,412205
445,harprasad sahu,1994-08-11,29,Male,Marathi,9356456616,413304
446,vikas kumar,1996-07-21,27,Male,Marathi,9356456616,413304
447,ashsish kumar,1994-09-02,28,Male,Marathi,9356456616,411037
448,rajesh singh,2008-08-30,14,Male,Marathi,9356456616,412205
449,ashu,2003-06-29,20,Male,Marathi,9356456616,412205
450,manjeet,1988-10-13,34,Male,Marathi,9356456616,412205
451,jaipal,2009-12-30,13,Male,Marathi,9356456616,411037
452,jalil ansari,2003-11-01,19,Male,Hindi,9356456616,413304
453,deepak verma,1974-02-28,49,Male,Hindi,9356456616,411037
454,kasim,2003-06-03,20,Male,Hindi,9356456616,411037
455,monu kumar,1977-05-31,46,Male,English,9356456616,412205
456,shankar kumar,2002-10-06,20,Male,English,9356456616,412205
457,manish kumar saket,2002-03-20,21,Male,English,9356456616,413304
458,vijay,2000-12-26,22,Male,Marathi,9356456616,413304
459,udham,1980-10-29,42,Male,Marathi,9356456616,412205
460,saurabh,1991-05-06,32,Male,Marathi,9356456616,412205
461,ayush,1989-10-23,33,Male,Marathi,9356456616,412205
462,ravinder,1991-08-23,32,Male,Marathi,9356456616,412205
463,rahul,1995-06-09,28,Male,Marathi,9356456616,413304
464,narayan gadri,2003-08-27,19,Male,Marathi,9356456616,412205
465,lakshman nath,1984-06-27,39,Male,Marathi,9356456616,411037
466,rahul,1997-02-28,26,Male,Marathi,9356456616,411037
467,rohit,2003-10-27,19,Male,Marathi,9356456616,411037
468,ajay,1983-08-10,40,Male,Hindi,9356456616,411037
469,sachin kumar,2012-04-27,11,Male,Hindi,9356456616,413304
470,shahid,2010-03-13,13,Male,Hindi,9356456616,411037
471,amarjeet,2004-04-17,19,Male,English,9356456616,412205
472,munna @ ravi jaiswal,2007-11-03,15,Male,English,9356456616,411037
473,ishtkar,1993-04-16,30,Male,English,9356456616,412205
474,harish chand,1988-12-07,34,Male,Marathi,9356456616,413304
475,puneet jain,1977-08-03,46,Male,Marathi,9356456616,412205
476,abhishekh,1999-03-09,24,Male,Marathi,9356456616,413304
477,rashab,1997-06-14,26,Male,Marathi,9356456616,412205
478,amit kumar shukla,1975-06-07,48,Male,Marathi,9356456616,411037
479,vinod,1991-09-04,31,Male,Marathi,9356456616,411037
480,praful naag,1984-08-04,39,Male,Marathi,9356456616,411037
481,tarachand @ pappu,1995-07-13,28,Male,Marathi,9356456616,413304
482,deepak rana,1979-12-21,43,Male,Marathi,9356456616,412205
483,puran singh rastogi,1992-10-17,30,Male,Marathi,9356456616,411037
484,narender,1996-10-14,26,Male,Hindi,9356456616,412205
485,lal babu prasad,1975-01-08,48,Male,Hindi,9356456616,412205
486,dinesh,1984-02-13,39,Male,Hindi,9356456616,413304
487,rakesh,1975-11-11,47,Male,Marathi,9356456616,411037
488,ankush,1992-10-26,30,Male,Marathi,9356456616,411037
489,kuldeep,2003-10-03,19,Male,Marathi,9356456616,413304
490,lal chand,2010-11-08,12,Male,Marathi,9356456616,413304
491,vivek,1991-05-18,32,Male,Marathi,9356456616,413304
492,pankaj,2011-05-27,12,Male,Hindi,9356456616,411037
493,sanjay,1999-08-11,24,Male,Hindi,9356456616,413304
494,kiran pal,2011-09-05,11,Male,Hindi,9356456616,411037
495,ranveer singh,1994-09-30,28,Male,English,9356456616,413304
496,anwar,1985-03-19,38,Male,English,9356456616,412205
497,sadab urf golu,1994-09-02,28,Male,English,9356456616,412205
498,gorav,2008-08-30,14,Male,Marathi,9356456616,411037
499,raj kumar,2003-06-29,20,Male,Marathi,9356456616,411037
500,jitender,1988-10-13,34,Male,Marathi,9356456616,413304
501,laxmikant ,2009-12-30,13,Male,Marathi,9356456616,413304
502,narayan parsad bhushal,2003-11-01,19,Male,Marathi,9356456616,413304
503,abbas,1974-02-28,49,Male,Marathi,9356456616,411037
504,avinash,2003-06-03,20,Male,Marathi,9356456616,413304
505,ravish,1977-05-31,46,Male,Marathi,9356456616,412205
506,hukum chand,2002-10-06,20,Male,Marathi,9356456616,411037
507,pappu ,2002-03-20,21,Male,Marathi,9356456616,413304
508,akash tomer,1992-04-24,31,Male,Hindi,9356456616,411037
509,mahesh chand tiwari,1985-08-05,38,Male,Hindi,9356456616,413304
510,rekhai,1982-09-06,40,Male,Hindi,9356456616,412205
511,gajender kumar,1990-12-28,32,Male,English,9356456616,413304
512,vashudev,1999-08-28,23,Male,English,9356456616,411037
513,bhanwar singh,2010-10-30,12,Male,English,9356456616,412205
514,amit kumar,2007-08-04,16,Male,Marathi,9356456616,411037
515,surender sain,2009-11-14,13,Male,Marathi,9356456616,413304
516,akshay kumar,1994-12-19,28,Male,Marathi,9356456616,411037
517,goldy,1998-03-01,25,Male,Marathi,9356456616,412205
518,satyender @ kalu,2002-05-26,21,Male,Marathi,9356456616,411037
519,devender,1976-03-12,47,Male,Marathi,9356456616,412205
520,veer,2005-08-17,18,Male,Marathi,9356456616,413304
521,ankush @ shera,1974-09-25,48,Male,Marathi,9356456616,412205
522,mohd. amir,2003-02-16,20,Male,Marathi,9356456616,412205
523,babloo,1994-11-11,28,Male,Marathi,9356456616,411037
524,bhavesh dass,2001-04-26,22,Male,Hindi,9356456616,413304
525,gourav,1993-03-25,30,Male,Hindi,9356456616,411037
526,sunil,2006-12-29,16,Male,Hindi,9356456616,412205
527,guddu rai,1982-06-18,41,Male,Hindi,9356456616,411037
528,yogesh rawat,2006-02-26,17,Male,Hindi,9356456616,411037
529,amarapal,1978-02-26,45,Male,Hindi,9356456616,413304
530,rajesh agarwal,1976-03-11,47,Male,Hindi,9356456616,412205
531,tara singh rawat,2012-07-10,11,Male,Hindi,9356456616,413304
532,momin,1987-07-12,36,Male,Hindi,9356456616,411037
533,parnav kumar,1975-03-04,48,Male,Hindi,9356456616,412205
534,neeraj kumar,1977-12-08,45,Male,Hindi,9356456616,411037
535,parminder,1987-01-06,36,Male,Hindi,9356456616,413304
536,mustafa,1983-09-26,39,Male,Hindi,9356456616,411037
537,ajay haldar,1997-10-29,25,Male,Hindi,9356456616,411037
538,sanjay,1982-06-23,41,Male,Hindi,9356456616,412205
539,dharmender,2010-09-25,12,Male,Hindi,9356456616,412205
540,gaurav sethi,1991-04-08,32,Male,English,9356456616,411037
541,suresh,1996-10-26,26,Male,English,9356456616,411037
542,rohit,1990-04-11,33,Male,English,9356456616,412205
543,dinesh,2009-10-18,13,Male,Marathi,9356456616,412205
544,sachin kumar,1996-10-12,26,Male,Marathi,9356456616,412205
545,sagar,1997-11-06,25,Male,Marathi,9356456616,412205
546,vipin,1984-04-21,39,Male,Marathi,9356456616,411037
547,parth madan,2012-01-12,11,Male,Marathi,9356456616,413304
548,kuldeep,2008-08-11,15,Male,Marathi,9356456616,411037
549,abhimanyu,1988-11-26,34,Male,Marathi,9356456616,411037
550,pawan kumar @ sonu,2013-05-31,10,Male,Marathi,9356456616,412205
551,rohan,2007-02-25,16,Male,Marathi,9356456616,412205
552,raju garg,1977-09-21,45,Male,Marathi,9356456616,412205
553,samir mishra,2003-04-03,20,Male,Hindi,9356456616,411037
554,ram dayal,2003-10-28,19,Male,Hindi,9356456616,413304
555,jagdish chand,1993-08-09,30,Male,Hindi,9356456616,412205
556,kanheya,1983-10-14,39,Male,English,9356456616,413304
557,deepak,1978-06-05,45,Male,English,9356456616,413304
558,mushrraf,1995-03-24,28,Male,English,9356456616,411037
559,prem,2012-10-18,10,Male,Marathi,9356456616,412205
560,pardeep kumar,2004-04-02,19,Male,Marathi,9356456616,412205
561,monu,1991-12-29,31,Male,Marathi,9356456616,412205
562,pawan,2008-04-12,15,Male,Marathi,9356456616,411037
563,manoj kumar,1998-10-25,24,Male,Marathi,9356456616,412205
564,deepak,1979-11-13,43,Male,Marathi,9356456616,412205
565,nithyanandham,1974-05-25,49,Male,Marathi,9356456616,413304
566,deepak goyal,1988-07-06,35,Male,Marathi,9356456616,413304
567,sunil ladkani,1975-03-07,48,Male,Marathi,9356456616,413304
568,ajay,1991-12-24,31,Male,Marathi,9356456616,412205
569,gopal,1983-01-10,40,Male,Hindi,9356456616,412205
570,vivek,1989-04-23,34,Male,Hindi,9356456616,411037
571,mahavir,1976-05-04,47,Male,Hindi,9356456616,412205
572,indra sain,2011-08-21,12,Male,English,9356456616,413304
573,soni,1992-08-30,30,Male,English,9356456616,412205
574,arun kumar,2010-05-02,13,Male,English,9356456616,413304
575,ashok sharma,1979-09-04,43,Male,Marathi,9356456616,411037
576,veer singh,2013-02-22,10,Male,Marathi,9356456616,412205
577,aman dahiya,2011-07-24,12,Male,Marathi,9356456616,413304
578,pawan,1983-11-14,39,Male,Marathi,9356456616,413304
579,laxmi narayan,1995-04-22,28,Male,Marathi,9356456616,413304
580,vikram dubey,1980-09-15,42,Male,Marathi,9356456616,413304
581,rima,1999-03-22,24,Male,Marathi,9356456616,411037
582,suraj,2011-02-11,12,Male,Marathi,9356456616,413304
583,virender,2002-01-30,21,Male,Marathi,9356456616,412205
584,tara singh rawat,1988-12-10,34,Male,Marathi,9356456616,411037
585,ramjan khan,1974-08-16,49,Male,Hindi,9356456616,412205
586,sunder,1995-09-30,27,Male,Hindi,9356456616,412205
587,omparkash,1986-03-23,37,Male,Hindi,9356456616,411037
588,saddam,2001-10-16,21,Male,Marathi,9356456616,413304
589,alok tiwari,2000-01-12,23,Male,Marathi,9356456616,412205
590,vude bhadur,1978-01-31,45,Male,Marathi,9356456616,413304
591,prem singh bidla,1974-11-08,48,Male,Marathi,9356456616,411037
592,chetanya swaroop,1977-04-24,46,Male,Marathi,9356456616,412205
593,pinkoo @ guddu,1994-08-11,29,Male,Hindi,9356456616,413304
594,shardanand,1973-11-25,49,Male,Hindi,9356456616,412205
595,vikash,1992-02-18,31,Male,Hindi,9356456616,411037
596,henkhochon haokip,1991-10-27,31,Male,English,9356456616,413304
597,gaurav shankar,1977-10-07,45,Male,English,9356456616,411037
598,shsi kant,1983-12-09,39,Male,English,9356456616,411037
599,md. tavrej,1977-12-02,45,Male,Marathi,9356456616,411037
600,amrudin,1997-08-21,26,Male,Marathi,9356456616,411037
601,shahnawaz,2012-11-20,10,Male,Marathi,9356456616,413304
602,brij raj,1994-08-11,29,Male,Marathi,9356456616,413304
603,aman kumar,1996-07-21,27,Male,Marathi,9356456616,412205
604,dinesh,1994-09-02,28,Male,Marathi,9356456616,413304
605,vijay kumar,2008-08-30,14,Male,Marathi,9356456616,412205
606,baban ,2003-06-29,20,Male,Marathi,9356456616,413304
607,subham kumar yadav,1988-10-13,34,Male,Marathi,9356456616,413304
608,sapna,2009-12-30,13,Male,Marathi,9356456616,411037
609,surendra,2003-11-01,19,Male,Hindi,9356456616,413304
610,naveen,1974-02-28,49,Male,Hindi,9356456616,413304
611,ram niwas,2003-06-03,20,Male,Hindi,9356456616,412205
612,amar,1977-05-31,46,Male,English,9356456616,412205
613,nanhu khan,2002-10-06,20,Male,English,9356456616,412205
614,kishan,2002-03-20,21,Male,English,9356456616,413304
615,dharmender,2010-02-26,13,Male,Marathi,9356456616,411037
616,raja ram,2010-03-07,13,Male,Marathi,9356456616,413304
617,rishab,1992-08-07,31,Male,Marathi,9356456616,411037
618,ziyabul,1992-03-14,31,Male,Marathi,9356456616,413304
619,jag mohan,2009-04-05,14,Male,Marathi,9356456616,413304
620,devender,1981-01-02,42,Male,Marathi,9356456616,411037
621,ritu raj kumar,2010-05-23,13,Male,Marathi,9356456616,411037
622,manoj kumar,2000-11-04,22,Male,Marathi,9356456616,413304
623,raj kapoor,2004-01-30,19,Male,Marathi,9356456616,412205
624,arvind agarwal ,1981-09-07,41,Male,Marathi,9356456616,411037
625,rajbir ahlawat,1984-05-16,39,Male,Hindi,9356456616,411037
626,mohd faijan,1993-07-27,30,Male,Hindi,9356456616,411037
627,suraj,2007-06-10,16,Male,Hindi,9356456616,411037
628,shyama,2007-02-22,16,Male,Hindi,9356456616,412205
629,mohd. firoz,1990-08-16,33,Male,Hindi,9356456616,412205
630,jagdish,2006-05-21,17,Male,Hindi,9356456616,412205
631,bhag chand,2008-10-12,14,Male,Hindi,9356456616,412205
632,sachin,1976-04-25,47,Male,Hindi,9356456616,411037
633,parbhat,1986-07-14,37,Male,Hindi,9356456616,412205
634,aamod & pramod,1999-04-26,24,Male,Hindi,9356456616,412205
635,chander shekhar,1979-07-28,44,Male,Hindi,9356456616,411037
636,nanagram,1984-10-18,38,Male,Hindi,9356456616,413304
637,gautam,2013-05-24,10,Male,Hindi,9356456616,412205
638,mohan,1985-07-10,38,Male,Hindi,9356456616,411037
639,govind,1995-06-17,28,Male,Hindi,9356456616,412205
640,raja babu,1997-08-02,26,Male,Hindi,9356456616,411037
641,pramjot singh,1990-02-17,33,Male,English,9356456616,411037
642,abhinav vashit,1999-04-14,24,Male,English,9356456616,411037
643,usha,1990-04-25,33,Male,English,9356456616,411037
644,vivek chabra,1995-09-12,27,Male,Marathi,9356456616,412205
645,ashish,1982-09-05,40,Male,Marathi,9356456616,411037
646,ankit,2003-10-07,19,Male,Marathi,9356456616,411037
647,harish chand,2000-12-26,22,Male,Marathi,9356456616,412205
648,nootan prakash yadav,1980-10-29,42,Male,Marathi,9356456616,411037
649,surender,1991-05-06,32,Male,Marathi,9356456616,411037
650,chhotelal,1989-10-23,33,Male,Marathi,9356456616,413304
651,karan,1991-08-23,32,Female,Marathi,9356456616,412205
652,karan,1995-06-09,28,Female,Marathi,9356456616,412205
653,abdul kadir,2003-08-27,19,Female,Marathi,9356456616,412205
654,vikas kumar,1984-06-27,39,Female,Hindi,9356456616,411037
655,sambhu,1997-02-28,26,Female,Hindi,9356456616,413304
656,bablu,2003-10-27,19,Female,Hindi,9356456616,413304
657,bablu,1983-08-10,40,Female,English,9356456616,412205
658,rajender ,2012-04-27,11,Female,English,9356456616,412205
659,ram ldaike,2010-03-13,13,Female,English,9356456616,411037
660,raju,2004-04-17,19,Female,Marathi,9356456616,413304
661,yasib,2007-11-03,15,Female,Marathi,9356456616,411037
662,sone lal shah,1993-04-16,30,Female,Marathi,9356456616,412205
663,manoj kumar,1988-12-07,34,Female,Marathi,9356456616,412205
664,shivani,1977-08-03,46,Female,Marathi,9356456616,413304
665,isha,1999-03-09,24,Female,Marathi,9356456616,412205
666,smt shyani devi,1997-06-14,26,Female,Marathi,9356456616,413304
667,divya,1975-06-07,48,Female,Marathi,9356456616,411037
668,mansi,1991-09-04,31,Female,Marathi,9356456616,413304
669,mazida,1984-08-04,39,Female,Marathi,9356456616,413304
670,pooja,1995-07-13,28,Female,Hindi,9356456616,413304
671,kajal,1979-12-21,43,Female,Hindi,9356456616,413304
672,meena,1992-10-17,30,Female,Hindi,9356456616,411037
673,sonam,1996-10-14,26,Female,English,9356456616,411037
674,buity,1975-01-08,48,Female,English,9356456616,413304
675,hina,1984-02-13,39,Female,English,9356456616,411037
676,shakshi sagar,1975-11-11,47,Female,Marathi,9356456616,413304
677,pooja,1992-10-26,30,Female,Marathi,9356456616,412205
678,anita,2003-10-03,19,Female,Marathi,9356456616,412205
679,neetu,2010-11-08,12,Female,Marathi,9356456616,413304
680,anshu d/o,1991-05-18,32,Female,Marathi,9356456616,412205
681,kanika kathuria,2011-05-27,12,Female,Marathi,9356456616,412205
682,manju,1999-08-11,24,Female,Marathi,9356456616,412205
683,shakshi,2011-09-05,11,Female,Marathi,9356456616,412205
684,anita,1994-09-30,28,Female,Marathi,9356456616,413304
685,reena,1985-03-19,38,Female,Marathi,9356456616,412205
686,neha,1994-09-02,28,Female,Hindi,9356456616,412205
687,khushboo,2008-08-30,14,Female,Hindi,9356456616,411037
688,aasmin,2003-06-29,20,Female,Hindi,9356456616,413304
689,jyoti,1988-10-13,34,Female,Marathi,9356456616,411037
690,riya masi,2009-12-30,13,Female,Marathi,9356456616,413304
691,rekha,2003-11-01,19,Female,Marathi,9356456616,413304
692,leela with a child,1974-02-28,49,Female,Marathi,9356456616,411037
693,isha,2003-06-03,20,Female,Marathi,9356456616,413304
694,gulshan,1977-05-31,46,Female,Hindi,9356456616,411037
695,priya jain,2002-10-06,20,Female,Hindi,9356456616,413304
696,pooja,2002-03-20,21,Female,Hindi,9356456616,412205
697,rakhi @payal,1992-04-24,31,Female,English,9356456616,412205
698,versha,1985-08-05,38,Female,English,9356456616,413304
699,sunita,1982-09-06,40,Female,English,9356456616,413304
700,nitu kumari,1990-12-28,32,Female,Marathi,9356456616,412205
701,vandana,1999-08-28,23,Female,Marathi,9356456616,411037
702,roshni,2010-10-30,12,Female,Marathi,9356456616,412205
703,parveen,2007-08-04,16,Female,Marathi,9356456616,413304
704,versa,2009-11-14,13,Female,Marathi,9356456616,411037
705,kavita,1994-12-19,28,Female,Marathi,9356456616,413304
706,pooja,1998-03-01,25,Female,Marathi,9356456616,413304
707,sarojani,2002-05-26,21,Female,Marathi,9356456616,411037
708,nagina,1976-03-12,47,Female,Marathi,9356456616,413304
709,tapas das,2005-08-17,18,Female,Marathi,9356456616,413304
710,priyanka,1974-09-25,48,Female,Hindi,9356456616,413304
711,santna,2003-02-16,20,Female,Hindi,9356456616,413304
712,khushbu,1994-11-11,28,Female,Hindi,9356456616,413304
713,pooja,2001-04-26,22,Female,English,9356456616,413304
714,any bobby,1993-03-25,30,Female,English,9356456616,413304
715,deeya kumari,2006-12-29,16,Female,English,9356456616,411037
716,anjali juneja,1982-06-18,41,Female,Marathi,9356456616,413304
717,anjali @ babli,2006-02-26,17,Female,Marathi,9356456616,411037
718,champa karketta,1978-02-26,45,Female,Marathi,9356456616,412205
719,anshu,1976-03-11,47,Female,Marathi,9356456616,412205
720,monika,2012-07-10,11,Female,Marathi,9356456616,411037
721,rimmi singh,1987-07-12,36,Female,Marathi,9356456616,412205
722,aanamika misra,1975-03-04,48,Female,Marathi,9356456616,412205
723,chahat,1977-12-08,45,Female,Marathi,9356456616,412205
724,manju,1987-01-06,36,Female,Marathi,9356456616,413304
725,nagma khatoon,1983-09-26,39,Female,Marathi,9356456616,412205
726,pooja,1997-10-29,25,Female,Hindi,9356456616,413304
727,sonam,1982-06-23,41,Female,Hindi,9356456616,411037
728,koshal,2010-09-25,12,Female,Hindi,9356456616,413304
730,sandhya,1991-04-08,32,Female,Hindi,9356456616,411037
731,poonam,1996-10-26,26,Female,Hindi,9356456616,412205
732,sna,1990-04-11,33,Female,Hindi,9356456616,411037
733,nikita senger,2009-10-18,13,Female,Hindi,9356456616,412205
734,layba noor,1996-10-12,26,Female,Hindi,9356456616,411037
735,iqra,1997-11-06,25,Female,Hindi,9356456616,411037
736,salima,1984-04-21,39,Female,Hindi,9356456616,411037
737,naziya siddiqui,2012-01-12,11,Female,Hindi,9356456616,411037
738,priti,2008-08-11,15,Female,Hindi,9356456616,413304
739,kamni,1988-11-26,34,Female,Hindi,9356456616,413304
740,sandhya,2013-05-31,10,Female,Hindi,9356456616,413304
741,renu @ rinki,2007-02-25,16,Female,Hindi,9356456616,411037
742,priya,1977-09-21,45,Female,Hindi,9356456616,413304
743,pooja,2003-04-03,20,Female,English,9356456616,411037
744,minakchi,2003-10-28,19,Female,English,9356456616,413304
745,ruby,1993-08-09,30,Female,English,9356456616,411037
746,smt.farhana baigum,1983-10-14,39,Female,Marathi,9356456616,413304
747,sheetal,1978-06-05,45,Female,Marathi,9356456616,412205
748,kalyani patro,1995-03-24,28,Female,Marathi,9356456616,412205
749,anjali,2012-10-18,10,Female,Marathi,9356456616,412205
750,priyanka,2004-04-02,19,Female,Marathi,9356456616,412205
751,palak @ simran,1991-12-29,31,Female,Marathi,9356456616,412205
752,babita,2008-04-12,15,Female,Marathi,9356456616,412205
753,gurdeep kaur,1998-10-25,24,Female,Marathi,9356456616,412205
754,dhanwanti  devi,1979-11-13,43,Female,Marathi,9356456616,411037
755,fooljhnah,1974-05-25,49,Female,Marathi,9356456616,413304
756,vandana,1988-07-06,35,Female,Hindi,9356456616,411037
757,smt. gyatri devi,1975-03-07,48,Female,Hindi,9356456616,413304
758,shehnaz,1991-12-24,31,Female,Hindi,9356456616,412205
759,kajal,1983-01-10,40,Female,English,9356456616,413304
760,pooja,1989-04-23,34,Female,English,9356456616,411037
761,ranju,1976-05-04,47,Female,English,9356456616,411037
762,vidhi,2011-08-21,12,Female,Marathi,9356456616,412205
763,pooja kashyap,1992-08-30,30,Female,Marathi,9356456616,411037
764,jyoti,2010-05-02,13,Female,Marathi,9356456616,411037
765,meena kumari,1979-09-04,43,Female,Marathi,9356456616,412205
766,"savita, sagar, panap",2013-02-22,10,Female,Marathi,9356456616,412205
767,reena devi,2011-07-24,12,Female,Marathi,9356456616,412205
768,neha,1983-11-14,39,Female,Marathi,9356456616,411037
769,payal goyala,1995-04-22,28,Female,Marathi,9356456616,413304
770,rakhi,1980-09-15,42,Female,Marathi,9356456616,411037
771,priynka,1999-03-22,24,Female,Marathi,9356456616,413304
772,janki,2011-02-11,12,Female,Hindi,9356456616,411037
773,laxmi  kumari,2002-01-30,21,Female,Hindi,9356456616,413304
774,rinku malav,1988-12-10,34,Female,Hindi,9356456616,412205
775,sohni,1974-08-16,49,Female,English,9356456616,413304
776,basnti,1995-09-30,27,Female,English,9356456616,413304
777,meera,1986-03-23,37,Female,English,9356456616,411037
778,pinki,2001-10-16,21,Female,Marathi,9356456616,411037
779,shivani,2000-01-12,23,Female,Marathi,9356456616,413304
780,kiran devi,1978-01-31,45,Female,Marathi,9356456616,413304
781,sonia,1974-11-08,48,Female,Marathi,9356456616,413304
782,doly,1977-04-24,46,Female,Marathi,9356456616,412205
783,raj kumari,1994-08-11,29,Female,Marathi,9356456616,411037
784,manisha,1973-11-25,49,Female,Marathi,9356456616,411037
785,laxmi devi,1992-02-18,31,Female,Marathi,9356456616,411037
786,swati joshi,1991-10-27,31,Female,Marathi,9356456616,412205
787,aashiya,1977-10-07,45,Female,Marathi,9356456616,412205
788,reena,1983-12-09,39,Female,Hindi,9356456616,411037
789,vimla,1977-12-02,45,Female,Hindi,9356456616,412205
790,suman,1997-08-21,26,Female,Hindi,9356456616,413304
791,sunita,2012-11-20,10,Female,Marathi,9356456616,413304
792,sunita,1994-08-11,29,Female,Marathi,9356456616,412205
793,karina @ kavita,1996-07-21,27,Female,Marathi,9356456616,411037
794,pooja jayshwal,1994-09-02,28,Female,Marathi,9356456616,413304
795,pooja prajapati @ pratibha,2008-08-30,14,Female,Marathi,9356456616,411037
796,seema,2003-06-29,20,Female,Hindi,9356456616,411037
797,kranti,1988-10-13,34,Female,Hindi,9356456616,412205
798,neha,2009-12-30,13,Female,Hindi,9356456616,411037
799,dimpal @doli,2003-11-01,19,Female,English,9356456616,411037
800,aarti devi,1974-02-28,49,Female,English,9356456616,413304
801,sashi mittal,2003-06-03,20,Female,English,9356456616,413304
802,pooja,1977-05-31,46,Female,Marathi,9356456616,411037
803,preeti,2002-10-06,20,Female,Marathi,9356456616,411037
804,priyanka,2002-03-20,21,Female,Marathi,9356456616,412205
805,shajiya,1992-04-24,31,Female,Marathi,9356456616,411037
806,priya sexena,1985-08-05,38,Female,Marathi,9356456616,412205
807,preeti,1982-09-06,40,Female,Marathi,9356456616,412205
808,shanti devi,1990-12-28,32,Female,Marathi,9356456616,413304
809,sitara,1999-08-28,23,Female,Marathi,9356456616,411037
810,aakanksha,2010-10-30,12,Female,Marathi,9356456616,412205
811,charu,2007-08-04,16,Female,Marathi,9356456616,412205
812,pinki,2009-11-14,13,Female,Hindi,9356456616,412205
813,nilam devi,1994-12-19,28,Female,Hindi,9356456616,411037
814,chango uraon,1998-03-01,25,Female,Hindi,9356456616,413304
815,shiv kumari,2002-05-26,21,Female,English,9356456616,412205
816,kaushaliya,1976-03-12,47,Female,English,9356456616,411037
817,babita,2005-08-17,18,Female,English,9356456616,413304
818,mangla urf mangi bai,1974-09-25,48,Female,Marathi,9356456616,411037
819,grace p.a.,2003-02-16,20,Female,Marathi,9356456616,412205
820,usha,1994-11-11,28,Female,Marathi,9356456616,413304
821,smt rubi,2001-04-26,22,Female,Marathi,9356456616,412205
822,nisha @ chinu,1993-03-25,30,Female,Marathi,9356456616,411037
823,subhadra,2006-12-29,16,Female,Marathi,9356456616,412205
824,lalita,1982-06-18,41,Female,Marathi,9356456616,412205
825,asma khatun,2006-02-26,17,Female,Marathi,9356456616,412205
826,anjali,1978-02-26,45,Female,Marathi,9356456616,413304
827,kalawati,1976-03-11,47,Female,Marathi,9356456616,412205
828,seema,2012-07-10,11,Female,Hindi,9356456616,412205
829,santosh singal,1987-07-12,36,Female,Hindi,9356456616,412205
830,priyanka,1975-03-04,48,Female,Hindi,9356456616,411037
831,tina,1977-12-08,45,Female,Hindi,9356456616,413304
832,chanchal,1987-01-06,36,Female,Hindi,9356456616,412205
833,mercy,1983-09-26,39,Female,Hindi,9356456616,412205
834,poonam,1997-10-29,25,Female,Hindi,9356456616,411037
835,smt. manju,1982-06-23,41,Female,Hindi,9356456616,411037
836,varsha,2010-09-25,12,Female,Hindi,9356456616,413304
837,huma khan,1991-04-08,32,Female,Hindi,9356456616,411037
838,gulbasha,1996-10-26,26,Female,Hindi,9356456616,412205
839,seema khatun,1990-04-11,33,Female,Hindi,9356456616,412205
840,seema,2009-10-18,13,Female,Hindi,9356456616,413304
841,roshni,1996-10-12,26,Female,Hindi,9356456616,411037
842,rahila maqbool,1997-11-06,25,Female,Hindi,9356456616,411037
843,kajal choudhary,1984-04-21,39,Female,Hindi,9356456616,412205
844,preeti,2012-01-12,11,Female,English,9356456616,412205
845,geeta devi,2008-08-11,15,Female,English,9356456616,413304
846,swati thakur,1988-11-26,34,Female,English,9356456616,411037
847,pooja,2013-05-31,10,Female,Marathi,9356456616,412205
848,shenaz,2007-02-25,16,Female,Marathi,9356456616,411037
849,rinki,1977-09-21,45,Female,Marathi,9356456616,411037
850,chandni,2003-04-03,20,Female,Marathi,9356456616,411037
851,priyanka,2003-10-28,19,Female,Marathi,9356456616,413304
852,ruksana,1993-08-09,30,Female,Marathi,9356456616,412205
853,vivek kumar,1983-10-14,39,Female,Marathi,9356456616,411037
854,kiran,1978-06-05,45,Female,Marathi,9356456616,412205
855,nisha,1995-03-24,28,Female,Marathi,9356456616,411037
857,jyoti,2012-10-18,10,Female,Marathi,9356456616,413304
858,rajni,2004-04-02,19,Female,Hindi,9356456616,412205
859,nidhi kumari,1991-12-29,31,Female,Hindi,9356456616,413304
860,seema @ simran,2008-04-12,15,Female,Hindi,9356456616,411037
861,usha devi,1998-10-25,24,Female,English,9356456616,412205
862,kajal,1979-11-13,43,Female,English,9356456616,413304
863,mala devi @ nisha,1974-05-25,49,Female,English,9356456616,411037
864,khushbu,1988-07-06,35,Female,Marathi,9356456616,411037
865,meena,1975-03-07,48,Female,Marathi,9356456616,411037
866,hamida khatun,1991-12-24,31,Female,Marathi,9356456616,411037
867,chanchal,1983-01-10,40,Female,Marathi,9356456616,411037
868,aarti,1989-04-23,34,Female,Marathi,9356456616,411037
869,kanchan,1976-05-04,47,Female,Marathi,9356456616,413304
870,pooja,2011-08-21,12,Female,Marathi,9356456616,413304
